StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q39,Q1,Q1_6_TEXT,Q1,Q3,Q4,Q10_1,Q10_2,Q10_3,Q40_1,Q40_2,Q43,Q44,Q11,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q5,Q6,Q7,Q8,Q9,Q32,Q36,Q35,Q34,Q33,Q15,Q16,Q14
2022-10-11 14:14:12,2022-10-11 14:19:30,IP Address,108.41.33.3,100,317,True,2022-10-11 14:19:30,R_3CUUU43zr0Z3x31,,,,,40.9076,-73.122,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,15,7,1,11,13,Yes,,A few times per year,Once a month,A few times per year,Once a month,A few times per year,Never,A few times per year,A few times per year,Never,Never,Once a month,Every day,Every day,Every day,Every day,A few times per year,A few times per month,A few times per month,Once a week,Every day,A few times per year,Every day,Every day,A few times per year,A few times per year,,,
2022-10-11 14:13:36,2022-10-11 14:20:56,IP Address,173.220.58.62,100,439,True,2022-10-11 14:20:56,R_9B6f4Zcsm8uY6kh,,,,,40.6844,-73.4183,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,12,19,4,5,2,Yes,,A few times per year,Every day,A few times per year,A few times per year,Never,Never,A few times per month,Never,Never,Never,A few times per month,Every day,Every day,Every day,Every day,Every day,A few times per year,A few times per month,Every day,A few times per year,Never,Every day,Every day,Never,Every day,n/a,"Medical setting treat you more like robots, they care more about meeting the therapy cap than their workers. School settings tend to overload their SLP's with high caseload numbers and not enough time to get everything done, let alone provide effective therapy every session, burnout is very common and its not hard to see why","productivity standards, being overloaded with paperwork and deadlines with so many demands on one person. "
2022-10-11 14:57:34,2022-10-11 15:00:08,IP Address,108.46.38.24,100,153,True,2022-10-11 15:00:09,R_susu4IiEIRiNg9r,,,,,40.7244,-73.6484,anonymous,EN,I agree,No,Female,,New York,Suburban (population of 10k-50k),Both,12,13,,1,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-11 15:13:36,2022-10-11 15:21:29,IP Address,174.204.130.243,100,473,True,2022-10-11 15:21:30,R_3O9zGh1osgn0Qmn,,,,,40.782,-73.9953,qr,EN,I agree,Yes,Female,,New York,Urban (population of 50k+),Both,13,17,,18,12,No,PA,A few times per month,Every day,A few times per year,Never,Never,Never,Never,Never,Never,Never,Once a week,Every day,Every day,Every day,Every day,A few times per year,Never,A few times per year,Every day,Every day,A few times per month,Every day,Every day,Never,Every day,"Would never switch Careers!! Love my job ","CF YEAR was probably the most difficult experience of my career. Finding a good therapist helped!! Now that I’m an SLP with C’s everything is much more relaxed and I love it ","CF year I was taking home 20 hrs of work a week. It was miserable, but it’s worth it to keep pushing because now I only work in office and go home and have a separate and more relaxed life "
2022-10-11 15:16:50,2022-10-11 15:34:02,IP Address,47.21.79.90,100,1032,True,2022-10-11 15:34:02,R_1rIDoeESOvDMAtX,,,,,40.6673,-73.4593,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,5,25,2,1,10,Yes,,A few times per year,A few times per month,Never,Never,Never,Never,A few times per year,Never,Never,Never,Every day,A few times per week,A few times per week,Every day,Every day,A few times per month,Once a month,A few times per month,Every day,A few times per week,Once a month,Every day,Every day,A few times per month,A few times per week,"I am currently working in a private practice for the past year and before this I was in a school for 9 years. The burnout of a school made me switch populations. Being in a school is very draining for your mental health. ","The school that I worked in had mental health professional developments as well as days that we got out of work early for self-care. My current position in the private practice is a part-time position and there is no stress on self-care of mental health. ",
2022-10-11 15:34:42,2022-10-11 15:41:01,IP Address,68.197.180.90,100,378,True,2022-10-11 15:41:02,R_2s6m1SHKqF1aKya,,,,,41.1365,-73.5697,anonymous,EN,I agree,Yes,Female,,Connecticut,Urban (population of 50k+),Educational,,,,1,10,No,"Fashion/ beauty ",Once a week,Once a week,A few times per year,Once a week,Never,Never,A few times per month,A few times per month,Never,Once a month,A few times per month,A few times per week,Once a week,Every day,A few times per week,Once a month,Every day,Once a week,A few times per month,A few times per week,,Every day,A few times per week,Once a week,A few times per year,,"I feel that slps are rarely given thought. We aren’t treated the same in the building. I feel that teachers are given more materials to use. ",Behavior my students are becoming much more demanding and emotional
2022-10-11 18:28:46,2022-10-11 18:36:53,IP Address,68.192.213.172,100,487,True,2022-10-11 18:36:54,R_2wzTN1PKMPW7i0O,,,,,40.8549,-73.2157,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,55,,0,3,Yes,,Once a month,A few times per week,Once a month,Once a week,A few times per month,A few times per year,Once a month,Never,Never,Never,A few times per week,Every day,Every day,Every day,Every day,A few times per month,Once a month,Once a week,A few times per week,Every day,Once a week,Once a week,Never,Never,Once a week,,,
2022-10-11 21:41:41,2022-10-11 21:56:22,IP Address,67.182.131.213,100,881,True,2022-10-11 21:56:22,R_0uGWJFGeqz1wiJz,,,,,47.3864,-122.1874,anonymous,EN,I agree,Yes,Female,,Washington,Urban (population of 50k+),Educational,0,32,0,0,25,Yes,,Every day,Every day,A few times per month,A few times per week,A few times per year,Never,Once a week,Never,Never,Never,Every day,Every day,A few times per week,Every day,A few times per week,A few times per month,Every day,A few times per week,A few times per month,A few times per week,,Every day,A few times per week,Never,Every day,"Not a career change, because in reality I do feel ""stuck"" at times.  I have to pay my bills. I have sought out therapy. ",,"Student absences on one hand causes relief for large caseload, but mostly, it makes it so hard to make progress that kids are staying on caseload longer. when they don't make progress (because of absences), it's not satisfying and makes me sad. The student population I work with is low income, struggling to afford to live in the area. A lot of kids coming into Kinder w/ no early intervention services, not enough quality language stimulation, that it can be sad/emotionally draining to be at work sometimes. "
2022-10-12 09:04:33,2022-10-12 09:22:21,IP Address,172.58.227.138,100,1067,True,2022-10-12 09:22:21,R_2tMqpLHL2eSiWpW,,,,,40.822,-73.86,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,6,28,,6,17,No,OBGYN,Once a week,Every day,A few times per year,Never,A few times per year,Once a week,A few times per week,Never,Never,Never,Once a month,A few times per week,Every day,Every day,A few times per week,A few times per year,A few times per week,Once a week,A few times per year,Every day,A few times per week,A few times per week,A few times per week,A few times per week,A few times per year,N/A,"They offer services and support groups at my educational setting and it’s covered by insurance ",Lack of staff
2022-10-12 10:47:18,2022-10-12 10:56:25,IP Address,174.197.130.182,100,547,True,2022-10-12 10:56:26,R_T1ImfRebkxFVuVj,,,,,40.6446,-73.9743,qr,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,0,20,0,0,32,No,Acting,A few times per year,A few times per year,Never,Never,Never,Never,A few times per year,A few times per year,Never,Never,Every day,Every day,A few times per week,Every day,Every day,Every day,A few times per year,Once a month,Every day,A few times per week,A few times per month,Every day,Every day,A few times per month,Every day,I have not sought out mental health services,,
2022-10-12 18:02:16,2022-10-12 18:09:53,IP Address,108.54.155.161,100,457,True,2022-10-12 18:09:54,R_1r8oKF8VINvrr6h,,,,,40.7434,-73.0761,qr,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,0,,0,0,Yes,,Once a week,Once a week,Once a month,A few times per week,A few times per year,Never,A few times per week,A few times per year,A few times per year,A few times per year,A few times per week,A few times per week,Once a week,A few times per week,A few times per month,A few times per year,Every day,A few times per week,Every day,A few times per week,Every day,A few times per week,A few times per week,Once a week,A few times per month,"I definitely considered completely changing the job I was in to a whole new profession. Teletherapy was horrible. However the amount of paper work/ paper trail that every step of the job requires is over the top. ",,The lack of support from parents hinders progress and carryover/generalization. They just want you to fix the problem and not be an active participant in raising their child
2022-10-12 20:14:22,2022-10-12 20:24:52,IP Address,152.130.1.17,100,629,True,2022-10-12 20:24:53,R_1opxKZ0qLtMoUym,,,,,37.751,-97.822,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,42,0,0,10,0,Yes,,A few times per year,Once a month,A few times per year,A few times per year,Never,Never,A few times per year,A few times per year,A few times per year,Never,A few times per week,Every day,Once a month,Every day,Every day,Once a month,Once a week,Once a week,A few times per week,A few times per week,A few times per year,A few times per month,A few times per month,Once a month,A few times per week,No,"My mental health has not been affected, thankfully.",Management support.
2022-10-13 06:07:47,2022-10-13 06:15:03,IP Address,47.21.87.2,100,435,True,2022-10-13 06:15:04,R_3KpcAS8LTCJEe5B,,,,,40.8108,-73.3667,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,38,,0,12,Yes,,A few times per week,Every day,Once a week,Every day,A few times per month,Never,Every day,A few times per month,Never,A few times per year,A few times per week,Every day,Once a week,Every day,Every day,A few times per year,Every day,A few times per week,Never,Never,Every day,Every day,Every day,Every day,Never,"Yes, consider switching careers often after Covid ","Pressure to not take personal days ways on mental health. And when coming back after time off, completing make up sessions affect mental health",Minimal time to prep for sessions and communicate with parents. Lack of support for taking personal days we are entitled to. Lack of support and time for make up sessions and still expected to do them.
2022-10-13 08:42:43,2022-10-13 08:47:56,IP Address,174.197.128.245,100,313,True,2022-10-13 08:47:57,R_a5bAoWei747bunv,,,,,40.6372,-73.9037,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,37,,,2,0,Yes,,A few times per month,A few times per week,Once a week,A few times per year,A few times per year,A few times per month,A few times per month,Never,Never,Once a month,A few times per week,A few times per week,A few times per week,A few times per week,A few times per week,Once a month,Never,Never,Every day,Every day,Never,Never,A few times per year,A few times per year,Every day,"I have contemplated a career change in the past. ","I have learned you must have a good work life balance to succeed at your job. ",
2022-10-13 08:46:31,2022-10-13 10:14:43,IP Address,174.216.197.39,100,5292,True,2022-10-13 10:14:44,R_2chZpBeVPAWlEo7,,,,,40.6214,-73.9705,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Medical,37,2,1,12,3,Yes,,A few times per month,Once a week,Once a month,Once a month,Never,Never,A few times per year,Never,Never,A few times per year,A few times per year,A few times per month,Every day,A few times per week,A few times per week,A few times per month,Once a month,Never,A few times per week,A few times per week,A few times per month,Once a week,A few times per month,A few times per month,A few times per week,No,,"My job has implemented Stress First Aid (SFA) to optimize colleagues mental health on a daily basis. "
2022-10-13 12:53:08,2022-10-13 13:02:47,IP Address,174.251.162.217,100,578,True,2022-10-13 13:02:48,R_2Bni8tHQI9wCqRV,,,,,34.0973,-117.907,anonymous,EN,I agree,Yes,Female,,California,Suburban (population of 10k-50k),Educational,,0,1,0,32,Yes,,Every day,A few times per week,A few times per week,Every day,Once a week,Never,Every day,A few times per year,A few times per month,A few times per year,Once a month,Once a month,A few times per week,A few times per week,Every day,A few times per year,Every day,Every day,Never,Never,,A few times per week,Every day,Once a month,Never,Switching career contemplated for decades,"A broken system that just keeps piling on more and more, never taking anything away",
2022-10-13 15:28:12,2022-10-13 15:40:06,IP Address,161.129.49.50,100,714,True,2022-10-13 15:40:06,R_27HcGun29ksU2ib,,,,,36.1506,-115.1805,anonymous,EN,I agree,Yes,Female,,Nevada,Urban (population of 50k+),Educational,,36,,0,5,Yes,,A few times per week,Every day,Every day,Every day,A few times per month,A few times per week,Every day,A few times per year,A few times per week,Once a week,Every day,Every day,A few times per year,A few times per week,Once a week,A few times per year,Every day,Once a week,A few times per year,A few times per year,A few times per year,A few times per month,A few times per year,Every day,A few times per year,"Yes; mental health services helped me decide to change work settings. Mental heath services helped me set boundaries, ask for help, and communicate my workload challenges with my administration. Then I was able to make a change after I knew the work setting was the issue. I knew that taking action now would increase my chances of staying in the field instead of applying for other types of jobs. ",I only have experience with one work setting.,"Being a minority SLP providing bilingual or trilingual services has impacted how I navigate a work setting. I am often called upon to assist on special cases and I am asked more questions than my counterparts. That on top of having a large caseload, facing racial violence/discrimination, and cultural differences in the workplace have a huge lasting impact on my mental health when it comes to my work."
2022-10-13 16:34:36,2022-10-13 16:38:30,IP Address,172.58.188.214,100,233,True,2022-10-13 16:38:31,R_0wj2poufkqAuHWV,,,,,38.9522,-77.0253,anonymous,EN,I agree,No,Female,,District of Columbia,Urban (population of 50k+),Medical,30,,,1,1,No,"Physical Therapist ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-13 19:59:36,2022-10-13 21:38:14,IP Address,174.68.149.9,100,5918,True,2022-10-13 21:38:14,R_1lrxPIpWcQjcOqu,,,,,36.1724,-115.0677,anonymous,EN,I agree,Yes,Female,,Nevada,Rural (population of less than 10k),Educational,,,,10,10,Yes,,A few times per week,Every day,A few times per week,Every day,Once a week,Never,A few times per month,A few times per month,Never,A few times per year,A few times per week,A few times per week,Every day,Every day,Every day,A few times per week,Every day,Every day,A few times per month,Every day,Once a month,A few times per month,A few times per month,A few times per year,Every day,"Yes. I want to leave the field and am currently trying to save up as much money before making the switxch. ","I find that both work settings can tax one's mental health. In the end, I learned to have better boundaries. ","too many responsibilities. "
2022-10-07 05:52:15,2022-10-07 05:52:37,IP Address,98.187.38.25,5,22,False,2022-10-14 05:52:39,R_2tteis9aOF7WrhN,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14 10:56:05,2022-10-14 11:00:05,IP Address,74.108.20.179,100,240,True,2022-10-14 11:00:06,R_0W0QuEzGu69IhhL,,,,,40.7801,-73.2458,anonymous,EN,I agree,Yes,Female,,New York,Urban (population of 50k+),Educational,,0,60,7,7,No,,Once a week,Once a week,Once a week,Once a week,Once a month,Never,Once a week,A few times per year,Never,Never,Every day,A few times per week,Every day,Every day,Every day,Every day,Every day,Every day,Never,A few times per year,Never,A few times per month,A few times per year,A few times per year,Every day,,,
2022-10-07 11:01:46,2022-10-07 11:04:47,IP Address,104.159.250.106,29,181,False,2022-10-14 11:04:54,R_zeCqyAx3kIAJTbz,,,,,,,anonymous,EN,I agree,Yes,Female,,Michigan,Urban (population of 50k+),Educational,,,0,6,38,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15 22:05:05,2022-10-15 22:12:16,IP Address,108.226.108.246,100,431,True,2022-10-15 22:12:16,R_cYJ5xC4tPUq9YsN,,,,,25.8153,-80.3577,anonymous,EN,I agree,Yes,Female,,Florida,Urban (population of 50k+),Medical,40,0,0,4,0,No,"Psychologist ",Every day,Every day,Every day,Every day,A few times per week,A few times per year,Every day,Every day,Never,A few times per week,A few times per week,Every day,A few times per week,A few times per week,A few times per week,Never,Every day,Never,Never,A few times per week,,A few times per month,A few times per week,A few times per month,A few times per year,"Yes I have sought therapy and I am currently trying to leave clinics work and search for other careers in IT ",,"Physician distrust, Management, okie leadership, poor staffing, racism in healthcare, bias in healthcare, other disciplines stepping in SLP scope of practice, "
2022-10-08 22:30:23,2022-10-08 22:30:52,IP Address,67.182.131.213,5,28,False,2022-10-15 22:30:54,R_pv2kc3q8g622ZWN,,,,,,,qr,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16 10:28:42,2022-10-16 10:30:02,IP Address,74.88.24.12,100,79,True,2022-10-16 10:30:02,R_3Ed5wX2IEeAGz9b,,,,,40.9426,-73.1116,anonymous,EN,I agree,No,Female,,New York,Suburban (population of 10k-50k),Educational,0,25,,0,2,No,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16 14:34:42,2022-10-16 14:41:47,IP Address,67.82.104.70,100,424,True,2022-10-16 14:41:47,R_pAbiM9PgMdT0zcZ,,,,,40.904,-72.4136,qr,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,,,0,0,Yes,,A few times per year,A few times per year,Never,Never,Never,Never,A few times per year,A few times per month,Never,Never,Every day,Every day,A few times per week,Every day,Every day,Every day,A few times per month,A few times per month,Every day,A few times per month,,Every day,Never,A few times per month,Every day,"No ",,"Colleagues that do not follow regulations and do not provide evidence based practices. "
2022-10-09 18:23:56,2022-10-09 18:25:58,IP Address,24.185.97.112,7,122,False,2022-10-16 18:25:59,R_1cUpuPYHxDKxZzO,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17 12:41:09,2022-10-17 13:23:43,IP Address,108.58.82.158,100,2553,True,2022-10-17 13:23:43,R_1Eai8wgwyWm95jN,,,,,40.8352,-73.0434,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,4,20,,7,11,No,Math Education; Psychology,Once a month,Once a week,Never,Once a month,Never,Never,A few times per month,A few times per month,Once a month,Never,A few times per month,Once a week,Every day,Every day,Every day,A few times per year,A few times per week,Once a week,Every day,Never,A few times per week,Every day,Every day,A few times per month,Never,"Yes, I considered a location/setting change but did not follow through due to worries about financial insecurity and mental health security related to moving to a place without family/friend support there.","I have worked in both medical and educational settings in different facilities and my experiences have shown a commonality in speech-language pathology - productivity and patient retention matter more than the therapist providing the services, saying 'No' is implicitly frowned upon, setting boundaries is looked at as mutiny, and administration forgets their employees are human beings.","Arbitrary rules, an increase in responsibility that was not equally reflected monetarily, a mindset of 'when I say 'jump,' you say 'how high?', and a lack of communication from management that comes across as reckless disregard. The company culture here lacks genuine support with no acknowlegement or resources of mental health issues related to being a healthcare worker, pre- and post-pandemic."
2022-10-17 18:22:46,2022-10-17 18:29:47,IP Address,98.113.195.253,100,420,True,2022-10-17 18:29:48,R_3JrcVMKIqeTZwGX,,,,,40.7856,-73.193,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Both,8,35,,13,14,No,Psychology,A few times per year,A few times per week,A few times per year,A few times per year,Never,Never,A few times per year,Never,Never,Never,A few times per week,Every day,Every day,Every day,Every day,A few times per month,Once a month,A few times per week,A few times per month,Once a week,,Once a month,Never,Never,A few times per year,no,"Make sure you seek proper support and don't hold onto things.  ",
2022-10-18 11:02:59,2022-10-18 11:11:19,IP Address,47.21.87.2,100,500,True,2022-10-18 11:11:20,R_2wczRfH36W4tCDd,,,,,40.8108,-73.3667,qr,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,,,0,22,Yes,,A few times per year,A few times per year,A few times per year,Every day,A few times per year,Never,A few times per year,Once a week,Never,Never,A few times per month,Every day,A few times per week,Every day,Every day,A few times per month,A few times per week,A few times per week,Once a week,Once a week,Every day,Every day,Every day,A few times per week,Every day,,,
2022-10-11 14:06:20,2022-10-11 14:06:53,IP Address,47.21.66.22,7,32,False,2022-10-18 14:06:56,R_1pDT8ebDyI43NRL,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12 04:13:13,2022-10-12 04:13:45,IP Address,98.113.195.253,7,31,False,2022-10-19 04:13:52,R_20PDze79Wy554s4,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-12 20:40:45,2022-10-12 22:56:16,IP Address,20.242.49.22,7,8131,False,2022-10-19 22:56:18,R_1GNDRIZG1JFxpvO,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20 13:06:27,2022-10-20 13:13:15,IP Address,68.194.224.226,100,408,True,2022-10-20 13:13:16,R_1OxKGwQqj84Ntuo,,,,,40.8477,-73.8418,anonymous,EN,I agree,Yes,Female,,New York,Urban (population of 50k+),Educational,,40,,0,25,Yes,,A few times per week,Every day,A few times per year,A few times per month,A few times per month,Never,A few times per week,Once a week,Never,Never,A few times per year,Once a week,A few times per week,Every day,Every day,A few times per week,A few times per week,Every day,A few times per week,A few times per month,Once a week,A few times per week,A few times per month,A few times per month,A few times per month,,,
2022-10-21 10:21:59,2022-10-21 10:31:50,IP Address,162.1.160.132,100,590,True,2022-10-21 10:31:50,R_2PvDS8USIa15YpK,,,,,39.8238,-86.1407,anonymous,EN,I agree,Yes,Female,,Indiana,Urban (population of 50k+),Both,10,30,0,2,5,Yes,,Once a month,A few times per week,A few times per year,Never,A few times per month,Never,A few times per month,Never,Never,Never,Every day,Every day,Every day,Every day,Every day,A few times per week,Once a month,A few times per year,A few times per week,Once a week,A few times per month,Once a week,Once a week,A few times per year,Every day,Burnout in school setting caused me to seek new position in medical setting,,"In school setting: lack of caseload cap "
2022-10-16 12:50:02,2022-10-16 12:50:46,IP Address,104.51.93.196,7,44,False,2022-10-23 12:50:48,R_AsttKMqVUVbrNap,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24 07:44:31,2022-10-24 07:50:05,IP Address,162.1.159.123,100,333,True,2022-10-24 07:50:05,R_9WyG3iDllm150Yh,,,,,39.7932,-86.2132,qr,EN,I agree,Yes,Female,,Indiana,Urban (population of 50k+),Medical,,,,13,0,No,"Teacher ",A few times per month,A few times per month,Once a month,A few times per year,Never,Never,A few times per year,A few times per year,Never,Never,A few times per month,Every day,Every day,Every day,Every day,Once a week,Once a month,Once a week,Once a week,A few times per month,Once a week,Once a week,Once a week,A few times per year,Every day,Yes but services were not helpful. Have thought about getting into leadership to leave patient care.,,"I am in leadership and have to still see patients. All I do is deal with team members complaints and their mental health and they never consider mine. "
2022-10-24 08:25:55,2022-10-24 08:54:42,IP Address,162.1.160.123,100,1726,True,2022-10-24 08:54:42,R_x4oY4vFso6aCMxj,,,,,39.786,-86.1589,qr,EN,I agree,Yes,Female,,Indiana,Urban (population of 50k+),Medical,0,,,7,1,No,"High school mathematics teacher ",A few times per week,Every day,Once a week,Once a week,A few times per week,Never,Every day,A few times per month,A few times per year,Never,A few times per year,A few times per week,Every day,Once a month,Once a month,A few times per month,A few times per week,A few times per year,A few times per month,Once a week,A few times per month,A few times per month,Once a month,A few times per year,Once a month,"Yes. I am receiving therapy biweekly and consider a career change but feel daunted by this task. I have also considered decreasing hours at my current job. However, this may not be an option financially. ",,"Pressure of “fixing” things, imposter syndrome, compassion fatigue, productivity standards. "
2022-10-24 09:05:22,2022-10-24 09:13:15,IP Address,162.1.159.41,100,472,True,2022-10-24 09:13:16,R_bq1o3KCJY12Xw9H,,,,,39.786,-86.1589,anonymous,EN,I agree,Yes,Female,,Indiana,Urban (population of 50k+),Medical,,,,21,1,No,Arts Administration,A few times per month,A few times per week,Once a month,A few times per week,A few times per year,Never,A few times per month,Never,A few times per year,A few times per year,A few times per year,A few times per week,A few times per week,A few times per week,A few times per week,Once a week,Once a week,A few times per month,Every day,A few times per week,,Never,A few times per year,A few times per year,Every day,I began treatment for anxiety two years into the pandemic and sought out employer-provided healthcare services (though I didn't find them particularly helpful).  I have considered additional certifications for a career change but costs are prohibitive.  I currently receive job alerts from a local university.,,
2022-10-25 07:12:15,2022-10-25 07:19:32,IP Address,162.1.160.190,100,437,True,2022-10-25 07:19:33,R_3mf0bHxKVnDVYfl,,,,,39.8238,-86.1407,anonymous,EN,I agree,Yes,Female,,Indiana,Urban (population of 50k+),Medical,24,,,10,0,No,Elementary teacher,Once a month,A few times per week,A few times per year,Once a month,A few times per month,Never,A few times per week,A few times per year,Never,Never,Every day,A few times per week,Every day,Every day,Every day,A few times per week,Once a week,A few times per month,A few times per week,A few times per month,A few times per year,A few times per week,A few times per month,Once a month,Every day,"Yes.  I have both applied for different jobs and looked into mental health services. I have not actually switched careers at this time. ",n/a,"In the hospital setting, we have to meet efficiency requirements as well as complete all of the other things that go along with being an SLP.  "
2022-10-25 19:26:46,2022-10-25 19:33:45,IP Address,24.47.89.220,100,418,True,2022-10-25 19:33:45,R_3DwqBPDQ2FdU9bL,,,,,40.7801,-73.2458,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,,,0,13,Yes,,Once a week,Every day,A few times per month,Once a month,Never,Never,A few times per week,Never,Never,Never,Every day,Every day,Every day,Every day,Every day,A few times per month,A few times per week,Once a month,Once a week,A few times per year,Once a month,Every day,Every day,A few times per month,Every day,,,
2022-10-26 11:21:11,2022-10-26 11:31:33,IP Address,69.27.248.130,100,621,True,2022-10-26 11:31:33,R_1hEkEwPqW3UoiIx,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,50,,1,24,Yes,,A few times per year,A few times per year,A few times per year,Never,Never,Never,A few times per year,Never,Never,Never,Once a month,Once a month,A few times per week,A few times per year,A few times per month,A few times per month,Once a month,A few times per month,A few times per month,Never,,Every day,Every day,Once a month,Every day,no,The school setting has attempted to put things in place to help overall mental health but my busy schedule does not allow me to access the services.,Caseload numbers and large group sizes have an impact on the ability to provide effective therapy.
2022-10-26 12:13:43,2022-10-26 12:20:51,IP Address,69.74.161.98,100,427,True,2022-10-26 12:20:52,R_2foBV8bx7UvasVd,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,Oklahoma,Suburban (population of 10k-50k),Educational,0,50,0,0,33,No,Special Education 12:1:1 self contained teacher,A few times per week,Every day,A few times per week,Every day,A few times per week,Never,Every day,A few times per week,Never,Never,Every day,Every day,Every day,Every day,Every day,A few times per week,Every day,Every day,Never,Never,,A few times per year,Never,A few times per year,Every day,No,,"Difficult parents and paperwork "
2022-10-26 12:27:36,2022-10-26 12:36:47,IP Address,69.74.161.98,100,550,True,2022-10-26 12:36:47,R_3nTT1i9MB6CmD9w,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,,,0,28,Yes,,A few times per month,A few times per year,A few times per year,Once a week,A few times per year,Never,A few times per year,A few times per year,Never,Never,Once a month,A few times per month,A few times per month,A few times per month,A few times per month,A few times per year,Once a month,A few times per year,A few times per month,A few times per month,,Once a month,Never,A few times per month,Every day,,,
2022-10-26 15:31:51,2022-10-26 15:49:11,IP Address,24.185.156.47,100,1039,True,2022-10-26 15:49:11,R_2ZE4yy0KgeBVTOo,,,,,40.9457,-73.0611,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,,,2,11,Yes,,Once a month,Once a month,Never,A few times per year,Never,Never,Once a month,A few times per year,Never,Never,A few times per week,Every day,Every day,Every day,Every day,Every day,A few times per year,A few times per year,Every day,Every day,A few times per year,A few times per year,A few times per year,A few times per year,Every day,"One of the reasons i took on more leadership and mentorship in the field (e.g., Clinical Director, CF and SLPA Mentor, Lead SLP) was because I became very emotionally and physically drained, had a hard time 'leaving work at the door.' Adopting a parent coaching approach also helped alleviate this.  ","When working in a SNF there was a lack of support given that patients sometimes died suddenly or were moved to other facilities without a Farewell. Therapists become close with their clients, so this aspect was particularly hard for me. ","As a whole, SLPs are underpaid, given our level of education, CEU requirements, and what other meeical providers receive. I believe this is partially due to being a female-dominant discipline. "
2022-10-27 07:14:19,2022-10-27 09:56:13,IP Address,69.74.161.98,100,9714,True,2022-10-27 09:56:14,R_CeqYPHGiwySwP6x,,,,,40.9426,-73.1116,anonymous,EN,I agree,Yes,Female,,New York,Suburban (population of 10k-50k),Educational,,40,,0,29,Yes,,Every day,Every day,A few times per week,Every day,A few times per month,A few times per year,A few times per week,Never,A few times per year,A few times per year,Every day,A few times per week,Every day,Every day,Every day,Every day,Every day,A few times per month,A few times per week,A few times per year,,Once a week,A few times per week,Every day,A few times per week,,,"Not enough time during the school day to complete necessary paperwork.  Too much emphasis by administration on caseload, rather than overall workload."
2022-10-20 19:08:51,2022-10-20 19:10:39,IP Address,104.162.161.188,7,108,False,2022-10-27 19:10:47,R_2ffgJqWyZzLruFI,,,,,,,anonymous,EN,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
